_id,name,city,area,address_from_baidu,phone_number,telephone_from_baidu,departments,special,evaluation,followers,reservation,intro,img_url,position,url
6711fc585f4a555c8ce3c980,复旦大学附属中山医院,上海市,徐汇区,上海市徐汇区枫林路180号,021-64041990,(021)64041990,"多学科MDT门诊,妇科肿瘤,内科,外科,骨科,妇产科,皮肤性病科,眼科,耳鼻咽喉头颈科,口腔科,肿瘤科,中医科,中西医结合科,不孕不育科,精神科,麻醉科,疼痛科,康复医学科,医学影像科,全科医疗科,急诊医学科,体检科,病理科,营养科","心内科,心内科高级专家门诊,普外科,呼吸内科,呼吸内科高级专家门诊,胸外科,胸外科高级专家门诊,心外科,心外科高级专家门诊",295000.0,115000.0,5033000.0,简介：复旦大学附属中山医院是卫生部部属综合性教学医院。,https://kano.guahao.com/hlarge_ezs2953466.jpg?timestamp=1475133694670,上海市徐汇区枫林路180号,https://www.guahao.com/hospital/125336070937502000
6711fc595f4a555c8ce3c982,复旦大学附属中山医院青浦分院,上海市,青浦区,上海市青浦区公园东路1158号,021-69719190,"(021)67009999,(021)69719190","消化内科,内科,外科,骨科,妇产科,儿科,皮肤性病科,眼科,耳鼻咽喉头颈科,口腔科,肿瘤科,中医科,麻醉科,疼痛科,康复医学科,医学影像科",,629.0,861.0,1553.0,简介：医院始创于1948年，前身为中国红十字会青浦分会医院，1994年通过卫生部二级甲等医院评审，2012年通过上海市三级综合医院...更多。,https://kano.guahao.com/hlarge_EQk2955985.jpg,上海市青浦区公园东路1158号,https://www.guahao.com/hospital/98698b47-c720-11e1-913c-5cf9dd2e7135000
6711fc5c5f4a555c8ce3c984,华中科技大学同济医学院附属同济医院,武汉市,硚口区,武汉市硚口区解放大道1095号,027-83662688,(027)83665555,"内科,外科,妇产科,生殖中心,儿科,感染科,中西医结合科,中医科,中医妇科,神经内科,急诊内科,急诊科,急诊外科,肿瘤科,耳鼻咽喉-头颈外科,眼科,皮肤病与性病科,口腔科,过敏反应科,放射科,疼痛门诊,康复医学科,核医学科,临床营养科,知名专家门诊,综合专家门诊,专病门诊,病理专科,方便门诊,骨科,皮肤性病科,耳鼻咽喉头颈科,不孕不育科,疼痛科,医学影像科,全科医疗科",,115000.0,74000.0,2790000.0,简介：长江之滨，黄鹤楼下，有一所海内外闻名遐迩的医院，她就是华中科技大学同济医学院附属同济医院。,https://kano.guahao.com/hlarge_auK314880124.jpg?timestamp=1675327690052,湖北省武汉市解放大道1095号,https://www.guahao.com/hospital/60cd2663-d69d-4f63-bc17-8618d6e5e609000
6711fc5d5f4a555c8ce3c986,中山大学附属第一医院,广州市,越秀区,广东省广州市越秀区中山二路58号,020-87330808,(020)87755766,"内科,外科,骨科,妇产科,儿科,皮肤性病科,男科,眼科,耳鼻咽喉头颈科,口腔科,肿瘤科,中医科,不孕不育科,精神科,麻醉科,康复医学科,医学影像科,急诊医学科,体检科,医学检验科,营养科,重症医学科",,3028.0,4689.0,0.0,简介：中山一院（中山大学附属第一医院）前身是广东公医医科专门学校附设公立医院，始建于1910年，1957 年命名为中山医学院附属第...更多。,https://kano.guahao.com/hlarge_P4y2956791.jpg,广东省广州市中山二路58号,https://www.guahao.com/hospital/986ca741-c720-11e1-913c-5cf9dd2e7135000
6711fc5e5f4a555c8ce3c988,中山大学附属第一医院东院,广州市,黄埔区,广州市黄埔区黄埔东路183号,020-82377155,(020)82377155,"内科,外科,骨科,妇产科,儿科,皮肤性病科,眼科,耳鼻咽喉头颈科,口腔科,中医科,麻醉科,康复医学科,医学影像科,急诊医学科,病理科",,44.0,2317.0,0.0,简介：中山大学附属第一医院黄埔院区，是中山大学附属第一医院设在广州市黄埔区的一个院区，位于广州市黄埔区黄埔东路183号。,https://kano.guahao.com/hlarge_RUZ2955200.jpg,广东省广州市黄埔区黄埔东路183号,https://www.guahao.com/hospital/9867366d-c720-11e1-913c-5cf9dd2e7135000
6711fc5f5f4a555c8ce3c98a,中山大学附属第一医院东山院区,广州市,越秀区,广州市越秀区中山二路1号,020-62732233,"(020)87332200,(020)87755766","内科,外科,骨科,妇产科,儿科,皮肤性病科,眼科,耳鼻咽喉头颈科,口腔科,肿瘤科,中医科,疼痛科,康复医学科,医学影像科",,2.0,73.0,0.0,简介：中山大学附属第一医院东山院区（原东山区人民医院）创建于1917年，通过几十年的建设和发展，成为一家科室设置齐全、诊疗功能完善...更多。,https://kano.guahao.com/hlarge_Jn52955234.jpg,广东省广州市东山区中山二路1号,https://www.guahao.com/hospital/98674e4a-c720-11e1-913c-5cf9dd2e7135000
6711fc615f4a555c8ce3c98c,北京大学第一医院,北京市,西城区,北京市西城区西什库大街8号,010-83572211,(010)83572211,"小儿肾内科,内科,外科,骨科,妇产科,儿科,皮肤性病科,男科,眼科,耳鼻咽喉头颈科,口腔科,肿瘤科,中西医结合科,不孕不育科,精神科,麻醉科,疼痛科,康复医学科,医学影像科,全科医疗科,急诊医学科,营养科",,22000.0,4665.0,5715.0,简介：北大医院是北京大学第一医院的简称，是一所融医疗、教学、科研、预防为一体的大型三甲综合性医院。,https://kano.guahao.com/hlarge_mNP2953930.jpg,北京市西城区西什库大街八号,https://www.guahao.com/hospital/384b93f5-e9f8-448e-8635-56ffea47f661000
6711fc625f4a555c8ce3c98e,北京大学第三医院,北京市,海淀区,北京市海淀区花园北路49号,010-82266699,(010)82266699,"内科,外科,骨科,妇产科,儿科,皮肤性病科,男科,眼科,耳鼻咽喉头颈科,口腔科,肿瘤科,中医科,不孕不育科,精神科,麻醉科,疼痛科,康复医学科,运动医学科,医学影像科,全科医疗科,职业病科,急诊医学科",,20000.0,5343.0,650.0,简介：北京大学第三医院(简称北医三院)始建于1958年，是集医疗、教学、科研和预防保健为一体的现代化综合性三级甲等医院。,https://kano.guahao.com/hlarge_41e2953873.jpg?timestamp=1624354772987,北京市海淀区花园北路49号,https://www.guahao.com/hospital/33be00f1-4fae-4549-a101-fa2bf2582915000
6711fc635f4a555c8ce3c990,中国医科大学附属第一医院,沈阳市,和平区,辽宁省沈阳市和平区南京北街155号,024-83283333,,"内科,外科,骨科,妇产科,儿科,皮肤性病科,眼科,耳鼻咽喉头颈科,肿瘤科,中医科,精神科,麻醉科,疼痛科,康复医学科,运动医学科,医学影像科,全科医疗科,病理科",胰胆外科,41000.0,6466.0,155.0,简介：中国医科大学附属第一医院是国内一所大型综合性三级甲等医院，也是一座具有光荣革命传统的医院。,https://kano.guahao.com/hlarge_AmP2954098.jpg,辽宁省沈阳市和平区南京北街155号,https://www.guahao.com/hospital/47f4be3b-725b-420c-8e78-7862ab427848000
6711fc655f4a555c8ce3c992,中南大学湘雅二医院,长沙市,芙蓉区,长沙市芙蓉区人民中路139号,0731-85295888,(0731)85295666,"特需门诊,内科,外科,妇产科,儿科,传染科,内分泌科,精神科,医学心理学,心血管外科,胸外科,神经内科,神经外科,老年科,眼科,耳鼻喉科,口腔科,微创外科,皮肤科,康复科,肿瘤科,中医科,麻醉科,药学部,放射科,核医学科,营养科,专科护理门诊,专家门诊,不孕不育科,中西医结合科,疼痛科,医学影像科,全科医疗科,急诊医学科,医学检验科",,26000.0,20000.0,321000.0,简介：中南大学湘雅二医院(原湖南医科大学附属第二医院)位于历史名城湖南省会长沙，脱胎于1906年美国雅礼协会在中国创办最早的西医院...更多。,https://kano.guahao.com/hlarge_FE42954341.jpg,湖南省长沙市人民中路139号,https://www.guahao.com/hospital/5d04ae45-d4f9-42d8-a7f2-8f25897e197d000
6711fc6e5f4a555c8ce3c994,南方医科大学南方医院,广州市,白云区,广东省广州市白云区广州大道北1838号,020-61641114,"(020)61641114,(020)61641888","惠侨门诊,专科,内科,外科,骨科,妇产科,儿科,皮肤性病科,眼科,耳鼻咽喉头颈科,口腔科,肿瘤科,中医科,不孕不育科,麻醉科,康复医学科,医学影像科,全科医疗科,急诊医学科,病理科,医学检验科,重症医学科",,31000.0,6138.0,101000.0,简介：南方医院系南方医科大学（原第一军医大学）第一附属医院、第一临床医学院，是一所集医疗、教学、科研和预防保健为一体的大型综合性三...更多。,https://kano.guahao.com/hlarge_UDe2957469.jpg,广东省广州市广州大道北路1838号,https://www.guahao.com/hospital/a986c8d76-c720-11e1-913c-5cf9dd2e7135000
6711fc705f4a555c8ce3c996,上海交通大学医学院附属仁济医院东院,上海市,浦东新区,上海市浦东新区浦建路160号,021-58752345,(021)58752345,"康复医学科,精神科,内科,外科,骨科,妇产科,皮肤性病科,男科,眼科,耳鼻咽喉头颈科,口腔科,肿瘤科,中医科,不孕不育科,麻醉科,疼痛科,医学影像科,全科医疗科,护理门诊,营养科","消化科,风湿病科",95000.0,40000.0,1294000.0,简介：上海交大医学院附属仁济医院建于1844年，是上海开埠后第一所西医医院，迄今已有161年的历史，她是中国最早的综合性西医医院之...更多。,https://kano.guahao.com/hlarge_3eB2954374.jpg,上海市浦东新浦建路160号,https://www.guahao.com/hospital/5f97d681-0528-40ac-8e43-a4db5cac6c7f000
6711fc725f4a555c8ce3c998,上海交通大学医学院附属仁济医院西院,上海市,黄浦区,上海市黄浦区山东中路145号,021-63261796,(021)58752345,"特种医学与军事医学科,内科,外科,骨科,妇产科,儿科,皮肤性病科,男科,眼科,耳鼻咽喉头颈科,口腔科,肿瘤科,中医科,不孕不育科,精神科,麻醉科,疼痛科,康复医学科,医学影像科,体检科,营养科","消化科,风湿病科",56000.0,17000.0,519000.0,简介：仁济医院建于1844年，是上海开埠后第一所西医医院，迄今已有160多年的历史。,https://kano.guahao.com/hlarge_BKV2957384.jpg,上海市黄浦区山东中路145号,https://www.guahao.com/hospital/a315e171-061f-420a-8e17-557ea0cbbae5000
6711fc745f4a555c8ce3c99a,上海交通大学医学院附属仁济医院南院,上海市,闵行区,上海市闵行区江月路2000号,021-58752345,(021)58752345,"内科,外科,骨科,妇产科,儿科,皮肤性病科,男科,眼科,耳鼻咽喉头颈科,口腔科,肿瘤科,中医科,麻醉科,疼痛科,医学影像科,急诊医学科,病理科,营养科,重症医学科",,30000.0,6906.0,202000.0,简介：仁济医院建于1844 年，是上海开埠后第一所西医医院。,https://kano.guahao.com/hlarge_WlN2954770.jpg?timestamp=1583388599400,上海市闵行区浦江镇江月路2000号,https://www.guahao.com/hospital/8294552e-1521-45e9-bac0-5de1a5de6f39000
6711fc755f4a555c8ce3c99c,浙江大学医学院附属第一医院,杭州市,上城区,浙江省杭州市上城区庆春路79号,0571-87236666,"(0571)87236114,(0571)87236666","内科,外科,骨科,妇产科,儿科,皮肤性病科,男科,眼科,耳鼻咽喉头颈科,口腔科,肿瘤科,中医科,不孕不育科,精神科,麻醉科,疼痛科,康复医学科,医学影像科,全科医疗科,急诊医学科,病理科,护理门诊,营养科,重症医学科",,25000.0,1762.0,917.0,简介：1947年11月，浙江大学竺可桢校长远见卓识，运筹于胸，宏图甫展，购置了田家园6号、9号民宅作为医院用房，面积约2770平米...更多。,https://kano.guahao.com/hlarge_Yb32958430.jpg,浙江省杭州市庆春路79号(310003),https://www.guahao.com/hospital/ED25EA3F3F67A102E040A8C00F01221B000
6711fc775f4a555c8ce3c99e,上海长海医院,上海市,杨浦区,上海市杨浦区长海路168号,021-31166666,(021)31166666,"中医医院,内科,外科,骨科,妇产科,儿科,皮肤性病科,眼科,耳鼻咽喉头颈科,口腔科,肿瘤科,中医科,不孕不育科,麻醉科,疼痛科,康复医学科,医学影像科,全科医疗科,急诊医学科,病理科,营养科","消化内科,前列腺肿瘤联席特需门诊,泌尿外科",91000.0,33000.0,1342000.0,简介：第二军医大学附属长海医院创建于1949年，是一所集医疗、教学、科研为一体的现代化大型综合性医院。,https://kano.guahao.com/hlarge_KK82954913.jpg,上海市杨浦区长海路168号,https://www.guahao.com/hospital/8f113a19-eee7-47b8-9517-2ad069a2f57a000
6711fc795f4a555c8ce3c9a0,华中科技大学同济医学院附属协和医院,武汉市,江汉区,湖北省武汉市江汉区解放大道1277号,027-85726114,(027)85726114,"内科,外科,妇产科,骨科,儿科,感染科,中医科,眼科,口腔科,皮肤科,名医门诊,内分泌科,整形美容外科,专病专科,国际门诊,健康管理,协和肿瘤中心,男科,耳鼻咽喉头颈科,肿瘤科,中西医结合科,不孕不育科,麻醉科,疼痛科,康复医学科,医学影像科,全科医疗科,急诊医学科,体检科,病理科,护理门诊",,88000.0,75000.0,2125000.0,简介：武汉协和医院历史悠久，创建于1866年，是近150年来一直扎根于湖北的国家综合性教学医院，是国内的顶级医疗机构之一。,https://kano.guahao.com/hlarge_ao32959867.jpg?timestamp=1589878785175,湖北省武汉市江汉区解放大道1277号,https://www.guahao.com/hospital/22fbe56c-13e2-4e34-9cee-24ab874b6b9c000
6711fc7a5f4a555c8ce3c9a2,复旦大学附属肿瘤医院徐汇院区,上海市,徐汇区,上海市徐汇区东安路270号,021-64175590,(021)65675209,"外科,放射治疗科,肿瘤内科,专病专科（普通门诊）,中医科,医学影像科,超声诊断科,肿瘤科,病理科,营养科",,232000.0,51000.0,3220000.0,简介：复旦大学附属肿瘤医院是国家卫生部直属的，集医疗、教学、科研、预防为一体的三级甲等肿瘤专科医院，其前身是中比镭锭治疗院，于19...更多。,https://kano.guahao.com/hlarge_XTh2953449.jpg?timestamp=1475133657657,上海市徐汇区东安路270号,https://www.guahao.com/hospital/125358368239002000
6711fc7b5f4a555c8ce3c9a4,复旦大学附属肿瘤医院闵行分院,上海市,闵行区,上海市闵行区瑞丽路106号,021-64629290,(021)64629290,"肿瘤外科,肿瘤妇科,肿瘤放疗,PICC护理,专病门诊,多学科,肿瘤内科,外科,中西医结合科,医学影像科",,1637.0,719.0,11000.0,简介：复旦大学附属肿瘤医院闵行分院（上海市闵行区肿瘤医院）是复旦大学与闵行区政府联手组建的，于2006年12月1日正式挂牌成立。,https://kano.guahao.com/hlarge_YBw2954868.jpg?timestamp=1598513871253,上海市闵行区瑞丽路106号,https://www.guahao.com/hospital/8b9ecbce-844f-46f8-86df-d89e9a2da070000
6711fc7d5f4a555c8ce3c9a6,上海交通大学医学院附属第九人民医院（南部院区）,上海市,黄浦区,上海市黄浦区制造局路639号,021-23271699,(021)23271699,"整复外科,口腔科,眼科,骨科,儿科,耳鼻咽喉头颈外科,放疗科,康复医学科,辅助生殖科,妇产科,激光美容科,麻醉科,内科,皮肤科,全科医学科,外科,医学影像科,营养科,中医科,肿瘤科,耳鼻咽喉头颈科,疼痛科,全科医疗科,急诊医学科,病理科,护理门诊",,165000.0,109000.0,3242000.0,"简介：上海交通大学医学院附属第九人民医院（Shanghai Ninth People’s Hospital, Shanghai J...更多。",https://kano.guahao.com/hlarge_cbv2953376.jpg?timestamp=1476324370800,上海市黄浦区瞿溪路500号,https://www.guahao.com/hospital/0ba4a4af-6a09-47ef-8bc6-6ecd1a7d3bb4000
6711fc875f4a555c8ce3c9a8,中南大学湘雅医院,长沙市,开福区,湖南省长沙市开福区湘雅路87号,0731-84328888,(0731)89753999,"专家门诊,国际医疗部,内科,外科,骨科,妇产科,儿科,皮肤科,眼科,耳鼻咽喉科,口腔科,不孕不育科,中西医结合科,健康管理中心,康复医学科,心理卫生中心,麻醉科,运动医学科,医学影像科,全科医学科,病理科,护理门诊,营养科,药剂科,肿瘤科,急诊医学科,重症医学科",专家门诊,116000.0,51000.0,2369000.0,简介：湘雅医院位于文化名城长沙，始建于1906年，由美国耶鲁大学（Yale University）雅礼协会（Yale Missio...更多。,https://kano.guahao.com/hlarge_yHn2954071.jpg,湖南省长沙市湘雅路87号,https://www.guahao.com/hospital/448f9a19-8cd2-4ccf-a152-3930ec622d9f000
6711fc885f4a555c8ce3c9aa,山东大学齐鲁医院,济南市,历下区,山东省济南市历下区文化西路107号,0531-82169114,,"内科,外科,骨科,妇产科,儿科,皮肤性病科,眼科,耳鼻咽喉头颈科,口腔科,肿瘤科,中医科,中西医结合科,不孕不育科,精神科,麻醉科,疼痛科,康复医学科,医学影像科,全科医疗科,职业病科,急诊医学科,病理科,医学检验科,护理门诊,重症医学科,预防保健科",,31000.0,682.0,0.0,简介：山东大学齐鲁医院是山东大学直属的国家卫生部直管医院。,https://kano.guahao.com/hlarge_nUx2956872.jpg,山东省济南市文化西路107号,https://www.guahao.com/hospital/986d12c9-c720-11e1-913c-5cf9dd2e7135000
6711fc8a5f4a555c8ce3c9ac,江苏省人民医院,南京市,鼓楼区,南京市鼓楼区广州路300号,"025-83714511,83718836",(025)83714511,"内科,外科,骨科,妇产科,儿科,皮肤性病科,男科,眼科,耳鼻咽喉头颈科,口腔科,肿瘤科,中医科,不孕不育科,精神科,麻醉科,疼痛科,康复医学科,运动医学科,医学影像科,全科医疗科,体检科,病理科,护理门诊,营养科,预防保健科",,44000.0,16000.0,66000.0,简介：江苏省人民医院，暨南京医科大学第一附属医院、江苏省临床医学研究院、江苏省红十字医院。,https://kano.guahao.com/hlarge_9zk2953504.jpg,本院：江苏南京广州路300号，河西院区（省妇幼）：江东北路368号,https://www.guahao.com/hospital/138716556639136000
6711fc8b5f4a555c8ce3c9ae,首都医科大学附属北京安贞医院,北京市,朝阳区,北京市朝阳区安贞路2号,010-64456413,"(010)64412431,(010)64456637","小儿心脏科,内科,外科,骨科,妇产科,儿科,皮肤性病科,眼科,耳鼻咽喉头颈科,口腔科,中医科,精神科,麻醉科,疼痛科,医学影像科,全科医疗科,急诊医学科,重症医学科","小儿心脏中心特需门诊,心脏内科中心",12000.0,3547.0,1166000.0,简介：首都医科大学附属北京安贞医院集医疗、教学、科研、预防、国际交流五位一体，是以治疗心肺血管疾病为重点的三级甲等综合性医院，在全...更多。,https://kano.guahao.com/hlarge_qOF2954772.jpg,北京市朝阳区安贞路2号,https://www.guahao.com/hospital/82e2981c-9b46-4fe0-affc-c52109994fd5000
6711fc8c5f4a555c8ce3c9b0,中国医科大学附属盛京医院南湖院区,沈阳市,和平区,辽宁省沈阳市和平区三好街36号,024-23921565,(024)96615,"内科,外科,骨科,妇产科,儿科,皮肤性病科,男科,眼科,耳鼻咽喉头颈科,口腔科,肿瘤科,中医科,不孕不育科,中西医结合科,精神科,麻醉科,疼痛科,康复医学科,医学影像科,急诊医学科,病理科,医学检验科,营养科,重症医学科",,34000.0,934.0,22.0,简介：中国医科大学附属盛京医院是一所现代化大型综合性、数字化大学附属医院。,https://kano.guahao.com/hlarge_MQv2956799.jpg,辽宁省沈阳市和平区三好街36号,https://www.guahao.com/hospital/986cb7e8-c720-11e1-913c-5cf9dd2e7135000
6711fc8e5f4a555c8ce3c9b2,南京大学医学院附属金陵医院（东部战区总医院）,南京市,玄武区,江苏省南京市玄武区中山东路305号,025-80860114,(025)80860114,"内科,外科,骨科,妇产科,儿科,皮肤性病科,男科,眼科,耳鼻咽喉头颈科,口腔科,肿瘤科,不孕不育科,中西医结合科,精神科,疼痛科,急诊医学科,病理科,重症医学科",,20000.0,4408.0,5377.0,"简介：东部战区总医院（南京军区南京总医院）是一所历史悠久的大型综合性医院，瞄准""国内一流、国际知名转化型医院""的战略目标，坚持以人...更多。",https://kano.guahao.com/hlarge_b6R2953627.jpg,江苏省南京市玄武区中山东路305号,https://www.guahao.com/hospital/19cdd4f7-3bf2-447a-b337-c5b737fde0c5000
6711fc8f5f4a555c8ce3c9b4,上海交通大学医学院附属新华医院,上海市,杨浦区,上海市杨浦区控江路1665号,021-25078999,(021)25078999,"内科,外科,骨科,妇产科,儿科,皮肤性病科,男科,眼科,耳鼻咽喉头颈科,口腔科,肿瘤科,中医科,不孕不育科,精神科,麻醉科,疼痛科,康复医学科,运动医学科,医学影像科,全科医疗科,职业病科,急诊医学科,病理科,护理门诊,营养科,重症医学科",,132000.0,35000.0,1266000.0,简介：上海交通大学医学院附属新华医院（上海新华医院）创建于1958年。,https://kano.guahao.com/hlarge_aZA2954154.jpg,上海市杨浦区控江路1665号,https://www.guahao.com/hospital/4bb95ed1-b830-4e32-a692-89bca3a32d2f000
6711fc915f4a555c8ce3c9b6,上海交通大学医学院附属新华医院崇明分院,上海市,崇明区,上海市崇明区城桥镇南门路25号,021-69692701,(021)69692701,"内科,外科,骨科,妇产科,儿科,皮肤性病科,男科,眼科,耳鼻咽喉头颈科,口腔科,肿瘤科,中医科,不孕不育科,精神科,疼痛科,康复医学科,医学影像科,全科医疗科,营养科",,7250.0,826.0,48000.0,简介：上海交通大学医学院附属新华医院崇明分院创建于1915年，是崇明地区规模最大、设施先进，集医疗、教学、科研和管理为一体的三级乙...更多。,https://kano.guahao.com/hlarge_F1K2954928.jpg,上海市崇明县城桥镇南门路25号,https://www.guahao.com/hospital/902df64d-b0d3-4a88-a229-eb015c5c0f41000
